gene_id,D_1_count,D_2_count,D_3_count,G_1_count,G_2_count,G_3_count,D_1_fpkm,D_2_fpkm,D_3_fpkm,G_1_fpkm,G_2_fpkm,G_3_fpkm,DvsG_D,DvsG_G,DvsG_log2FoldChange,DvsG_pvalue,DvsG_padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,Family
YDL083C,35790,39512,32327,7478,6745,7160,6446.486777,6507.568498,5808.02971,792.949904,821.1132896,710.0696623,45357.23066,5602.060712,3.01743805,2.65E-179,1.64E-177,RPS16B,IV,306926,307789,-,432,protein_coding,- && sp|P0CX51|RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS16A PE=1 SV=1 && PF00380:Ribosomal protein S9/S16,-
YDR225W,25210,27909,19833,24145,22978,26166,4916.376053,4976.738961,3858.004137,2772.032712,3028.615937,2809.545849,30702.39609,19168.31309,0.679663056,1.07E-08,2.27E-08,HTA1,IV,915530,915928,+,399,protein_coding,- && sp|P04911|H2A1_YEAST Histone H2A.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTA1 PE=1 SV=2 && PF16211:C-terminus of histone H2A|PF00125:Core histone H2A/H2B/H3/H4,-
YDL229W,28022,31132,31194,9188,6908,8470,1183.735433,1202.516039,1314.403221,228.4943141,197.2275487,196.9996556,38148.69653,6398.040749,2.575902254,1.79E-130,6.25E-129,SSB1,IV,44065,45906,+,1842,protein_coding,- && sp|P11484|SSB1_YEAST Ribosome-associated molecular chaperone SSB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSB1 PE=1 SV=3 && PF00012:Hsp70 protein,-
YNL192W,3285,3843,3891,57624,42718,58058,75.26842647,80.51488644,88.92844987,777.2840519,661.5278063,732.4299112,4650.821684,41123.88381,-3.144449884,2.92E-181,1.82E-179,CHS1,XIV,276502,279897,+,3396,protein_coding,- && sp|P08004|CHS1_YEAST Chitin synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHS1 PE=1 SV=2 && PF08407:Chitin synthase N-terminal|PF01644:Chitin synthase,-
YDL075W,35509,41752,28746,7565,6905,6868,8078.997625,8686.096694,6523.767698,1013.273916,1061.799339,860.3513862,44567.90877,5601.855155,2.992162754,2.11E-119,5.98E-118,RPL31A,IV,322226,322988,+,342,protein_coding,- && sp|P0C2H8|RL31A_YEAST 60S ribosomal protein L31-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL31A PE=1 SV=1 && PF01198:Ribosomal protein L31e,-
YBR084C-A,30842,24350,21004,10175,10437,10203,4210.297864,3039.468114,2860.054618,817.7180779,962.9543554,766.8752353,32251.81301,8103.910326,1.992762165,3.88E-42,2.50E-41,RPL19A,II,414186,415261,-,570,protein_coding,- && sp|P0CX82|RL19A_YEAST 60S ribosomal protein L19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL19A PE=1 SV=1 && PF01280:Ribosomal protein L19e,-
YJR121W,9708,12070,13132,46595,41282,55546,491.7945329,559.1000566,663.5701343,1389.607461,1413.43027,1549.291922,14737.78285,37291.41871,-1.339337794,4.45E-28,1.95E-27,ATP2,X,647607,649142,+,1536,protein_coding,"- && sp|P00830|ATPB_YEAST ATP synthase subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2 && PF00006:ATP synthase alpha/beta family, nucleotide-binding domain|PF02874:ATP synthase alpha/beta fa",-
YKL152C,25933,32267,34603,7837,7807,8696,2712.220343,3085.738615,3609.840308,482.5262541,551.8437367,500.7469098,39171.55662,6372.972157,2.619845719,1.11E-101,2.35E-100,GPM1,XI,163642,164385,-,744,protein_coding,- && sp|P00950|PMG1_YEAST Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3 && PF00300:Histidine phosphatase superfamily (branch 1),-
YFL014W,321,388,362,60760,64659,73728,75.68960471,83.65487749,85.14159926,8434.277041,10304.33377,9571.724623,451.5004717,52131.98938,-6.851015083,0,0,HSP12,VI,107256,107585,+,330,protein_coding,- && sp|P22943|HSP12_YEAST 12 kDa heat shock protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP12 PE=1 SV=1 && PF04119:Heat shock protein 9/12,-
YKL164C,8912,9607,9844,48684,45416,53452,675.8852388,666.2142407,744.6829613,2173.616539,2327.911118,2231.969632,11982.37962,38544.57207,-1.68563066,1.55E-64,1.66E-63,PIR1,XI,141794,142819,-,1026,protein_coding,- && sp|Q03178|PIR1_YEAST Cell wall mannoprotein PIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIR1 PE=1 SV=1 && PF00399:Yeast PIR protein repeat,-
YER131W,39026,34482,24845,5446,5404,5156,8435.225246,6814.961843,5356.531623,692.9775626,789.4374293,613.5953931,41515.38328,4211.025347,3.301556787,1.51E-105,3.42E-104,RPS26B,V,423952,424311,+,360,protein_coding,- && sp|P39939|RS26B_YEAST 40S ribosomal protein S26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS26B PE=1 SV=1 && PF01283:Ribosomal protein S26e,-
YLR048W,21854,27205,26460,9493,7958,8922,2240.445105,2550.236376,2705.797161,572.9355121,551.4003442,503.6074259,31841.42652,6893.320399,2.207688574,2.12E-89,3.68E-88,RPS0B,XII,242232,243349,+,759,protein_coding,- && sp|B3LT19|RSSA2_YEAS1 40S ribosomal protein S0-B OS=Saccharomyces cerevisiae (strain RM11-1a) OX=285006 GN=RPS0B PE=3 SV=1 && PF00318:Ribosomal protein S2,-
YKR057W,33936,41169,30283,8650,7933,7619,10002.34589,11095.32104,8903.118268,1500.915413,1580.295857,1236.419168,44318.94645,6360.633516,2.800825267,6.93E-112,1.70E-110,RPS21A,XI,551657,552242,+,264,protein_coding,- && sp|P0C0V8|RS21A_YEAST 40S ribosomal protein S21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS21A PE=1 SV=1 && -,-
YHR141C,30589,41526,30027,6241,5854,5640,7414.901594,9204.253028,7260.291943,890.6215248,959.0749762,752.7413159,42890.76043,4661.719484,3.201923959,1.24E-137,4.87E-136,RPL42B,VIII,381990,382751,-,321,protein_coding,- && sp|P0CX27|RL44A_YEAST 60S ribosomal protein L42-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL42A PE=1 SV=1 && PF00935:Ribosomal protein L44,-
YML024W,35819,40801,29966,7235,6358,6377,6781.359679,7063.215671,5658.927451,806.3818618,813.5487379,664.7315276,44855.54807,5239.345114,3.097966651,1.43E-140,5.84E-139,RPS17A,XIII,225889,226697,+,411,protein_coding,- && sp|P02407|RS17A_YEAST 40S ribosomal protein S17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS17A PE=1 SV=1 && PF00833:Ribosomal S17,-
YEL009C,10941,12121,12152,30417,25744,31703,1006.310026,1019.392819,1114.870877,1646.986546,1600.333652,1605.468097,14869.32629,22902.12661,-0.623157173,1.08E-10,2.55E-10,GCN4,V,138918,139763,-,846,protein_coding,- && sp|P03069|GCN4_YEAST General control transcription factor GCN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN4 PE=1 SV=1 && PF07716:Basic region leucine zipper,TF_bZIP
YPR102C,34302,38536,26618,5801,5510,5410,5083.996979,5222.528417,3935.168111,506.1597407,551.946736,441.4785872,41838.5043,4393.287181,3.251637695,6.22E-136,2.39E-134,RPL11A,XVI,731224,731748,-,525,protein_coding,- && sp|P0C0W9|RL11A_YEAST 60S ribosomal protein L11-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL11A PE=1 SV=2 && PF00673:ribosomal L5P family C-terminus|PF00281:Ribosomal protein L5,-
YLR150W,25602,30465,29000,12040,11253,12570,2423.523417,2636.955778,2738.25162,670.9632077,719.9484074,655.1415479,35874.92342,9383.978205,1.934772748,3.63E-81,5.39E-80,STM1,XII,440467,441288,+,822,protein_coding,- && sp|P39015|STM1_YEAST Suppressor protein STM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STM1 PE=1 SV=3 && PF09598:Stm1,-
YDR447C,32384,40018,27661,6341,6324,6125,6131.035257,6927.667575,5223.639866,706.7404817,809.1982099,638.4633224,42045.03566,4941.475853,3.089109796,6.32E-126,2.01E-124,RPS17B,IV,1354829,1355553,-,411,protein_coding,- && sp|P14127|RS17B_YEAST 40S ribosomal protein S17-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS17B PE=1 SV=1 && PF00833:Ribosomal S17,-
YMR303C,304,253,207,60065,63271,60648,22.59290346,17.19282811,15.34513935,2627.960521,3178.065845,2481.655449,323.0453092,48428.17411,-7.228646853,0,0,ADH2,XIII,873291,874337,-,1047,protein_coding,- && sp|P00331|ADH2_YEAST Alcohol dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH2 PE=1 SV=3 && PF00107:Zinc-binding dehydrogenase|PF08240:Alcohol dehydrogenase GroES-like domain,-
YGR214W,23437,24160,25191,11356,10049,10383,2402.732312,2264.793635,2576.029338,685.374031,696.2832444,586.074412,30769.46913,8333.214565,1.884630863,1.23E-65,1.36E-64,RPS0A,VII,920575,921788,+,759,protein_coding,- && sp|B3LI22|RSSA1_YEAS1 40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain RM11-1a) OX=285006 GN=RPS0A PE=3 SV=1 && PF00318:Ribosomal protein S2,-
YLR194C,1492,1617,1719,53948,43743,54648,151.7583278,150.391076,174.4060774,3230.412265,3007.128617,3060.44458,2040.321256,39677.10547,-4.28161645,0,0,YLR194C,XII,540809,541573,-,765,protein_coding,- && sp|Q05777|NCW2_YEAST Cell wall biogenesis protein NCW2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NCW2 PE=1 SV=1 && -,-
YNL208W,10154,11865,8903,43423,35109,38966,1316.834067,1406.986641,1151.681249,3315.221965,3077.315918,2782.31475,13011.88916,30710.35742,-1.238846845,2.30E-27,9.84E-27,YNL208W,XIV,254418,255017,+,600,protein_coding,- && sp|P40159|YNU8_YEAST Uncharacterized protein YNL208W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL208W PE=1 SV=2 && PF05433:Glycine zipper 2TM domain,-
YGR189C,5552,6586,6615,38926,29436,43994,283.4716522,307.4753052,336.8930521,1170.034986,1015.777763,1236.745007,7913.385603,29088.73218,-1.878127312,1.60E-61,1.63E-60,CRH1,VII,876669,878192,-,1524,protein_coding,- && sp|P53301|CRH1_YEAST Probable glycosidase CRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CRH1 PE=1 SV=1 && PF00722:Glycosyl hydrolases family 16,-
YDR012W,20222,22069,23442,9969,8905,11868,1444.91191,1441.877141,1670.75956,419.3414119,430.0420446,466.8972761,27776.78152,7996.128323,1.796458758,5.30E-64,5.62E-63,RPL4B,IV,471853,472941,+,1089,protein_coding,- && sp|P49626|RL4B_YEAST 60S ribosomal protein L4-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL4B PE=1 SV=2 && PF00573:Ribosomal protein L4/L1 family|PF14374:60S ribosomal protein L4 C-terminal domain,-
YPL079W,33104,33285,25050,5620,4993,5245,5333.084773,4903.146982,4025.388229,533.0073793,543.649896,465.2324982,38547.78424,4155.283791,3.213762011,5.92E-148,2.71E-146,RPL21B,XVI,406636,407539,+,483,protein_coding,- && sp|Q12672|RL21B_YEAST 60S ribosomal protein L21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL21B PE=1 SV=1 && PF01157:Ribosomal protein L21e,-
YIL053W,10770,13852,12937,19544,17551,29682,1112.924932,1308.853349,1333.477754,1188.947053,1225.777835,1688.767517,15824.04158,17232.45327,-0.123045604,0.375421108,0.422201589,RHR2,IX,255115,255867,+,753,protein_coding,- && sp|P41277|GPP1_YEAST Glycerol-1-phosphate phosphohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPP1 PE=1 SV=3 && PF13419:Haloacid dehalogenase-like hydrolase,-
YJR094W-A,25280,30190,22031,7471,7591,7612,7050.469058,7698.96582,6128.824424,1226.644088,1430.8683,1168.870125,32595.10988,5957.646655,2.452006332,1.43E-90,2.54E-89,RPL43B,X,608305,608858,+,279,protein_coding,- && sp|P0CX25|RL43A_YEAST 60S ribosomal protein L43-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL43A PE=1 SV=1 && -,-
YLR355C,23352,25830,26220,8343,6154,7504,1529.511638,1546.968418,1713.023889,321.6990955,272.4243512,270.6126331,31843.51789,5730.030634,2.47435181,1.35E-112,3.36E-111,ILV5,XII,838066,839253,-,1188,protein_coding,"- && sp|P06168|ILV5_YEAST Ketol-acid reductoisomerase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1 && PF01450:Acetohydroxy acid isomeroreductase, catalytic domain|PF07991:Acetohydroxy acid isomeroredu",-
YHR203C,19313,23312,22886,8966,7385,8346,1911.931547,2110.233291,2259.92757,522.5408235,494.1204492,454.9121294,27632.83246,6452.687847,2.098459878,9.32E-84,1.45E-82,RPS4B,VIII,504476,505530,-,786,protein_coding,- && sp|P0CX35|RS4A_YEAST 40S ribosomal protein S4-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS4A PE=1 SV=1 && PF00900:Ribosomal family S4e|PF08071:RS4NT (NUC023) domain|PF01479:S4 domain|PF00467:KOW motif|PF16121:40S riboso,-
YMR122W-A,7082,8901,9912,38959,33148,40439,2161.030451,2483.545394,3016.951203,6998.607814,6836.314339,6794.099604,10933.79055,29345.33331,-1.424347602,1.87E-30,8.76E-30,YMR122W-A,XIII,511315,511569,+,255,protein_coding,- && sp|Q3E842|YM122_YEAST Uncharacterized endoplasmic reticulum membrane protein YMR122W-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR122W-A PE=1 SV=1 && -,-
YLR300W,15084,15272,15481,32435,27830,30640,871.3528833,806.6809508,892.0282076,1103.037668,1086.551923,974.5246922,19374.72599,23778.53372,-0.295484098,0.003984155,0.00582826,EXG1,XII,728955,730301,+,1347,protein_coding,"- && sp|P23776|EXG1_YEAST Glucan 1,3-beta-glucosidase I/II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EXG1 PE=1 SV=1 && PF00150:Cellulase (glycosyl hydrolase family 5)",-
YHR208W,20837,24452,27322,2258,1688,1874,1371.711753,1471.873182,1794.081564,87.50855206,75.10344174,67.92408431,30678.91222,1520.035283,4.335160177,1.76E-239,1.91E-237,BAT1,VIII,517532,518713,+,1182,protein_coding,"- && sp|P38891|BCA1_YEAST Branched-chain-amino-acid aminotransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT1 PE=1 SV=1 && PF01063:Amino-transferase class IV",-
YGL189C,18901,21503,21363,10544,10033,10665,4085.33266,4249.815107,4605.819483,1341.673783,1465.659831,1269.199936,26072.1362,8188.809217,1.670878595,1.97E-56,1.78E-55,RPS26A,VII,148229,148588,-,360,protein_coding,- && sp|P39938|RS26A_YEAST 40S ribosomal protein S26-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS26A PE=1 SV=1 && PF01283:Ribosomal protein S26e,-
YAL003W,22698,25509,24697,11636,9694,11037,2844.075598,2922.639943,3086.738042,858.3336706,820.9492099,761.4320003,30768.6963,8455.653241,1.863512893,7.16E-78,9.93E-77,EFB1,I,142174,143160,+,621,protein_coding,- && sp|P32471|EF1B_YEAST Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFB1 PE=1 SV=4 && PF00736:EF-1 guanine nucleotide exchange domain|PF10587:Eukaryotic elongation factor 1 beta central acidic region,-
YBR191W,29103,25168,21523,6750,6362,5882,4688.520002,3707.447897,3458.619994,640.1779022,692.7099216,521.7345194,32044.63849,4998.98779,2.680525769,8.44E-83,1.30E-81,RPL21A,II,606270,607140,+,483,protein_coding,- && sp|Q02753|RL21A_YEAST 60S ribosomal protein L21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL21A PE=1 SV=1 && PF01157:Ribosomal protein L21e,-
YDR471W,27162,30592,23272,6715,5693,6050,5142.390676,5295.897008,4394.799427,748.4249069,728.4575283,630.6454041,34114.71491,4832.687314,2.819615229,1.73E-132,6.28E-131,RPL27B,IV,1401770,1402564,+,411,protein_coding,- && sp|P0C2H7|RL27B_YEAST 60S ribosomal protein L27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL27B PE=1 SV=1 && PF01777:Ribosomal L27e protein family,-
YLR390W-A,5995,6685,6795,39467,32952,45908,650.601674,663.3698633,735.55894,2521.500142,2416.94906,2743.095323,8224.071288,30720.26461,-1.90131029,2.85E-75,3.79E-74,CCW14,XII,903724,904440,+,717,protein_coding,- && sp|O13547|CCW14_YEAST Covalently-linked cell wall protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCW14 PE=1 SV=1 && PF05730:CFEM domain,-
YNL055C,6319,8354,9459,38396,36279,41466,577.1037618,697.6351561,861.6934734,2064.383718,2239.342831,2085.087242,10186.89359,30370.5828,-1.575957532,1.82E-31,8.82E-31,POR1,XIV,517994,518845,-,852,protein_coding,- && sp|P04840|VDAC1_YEAST Mitochondrial outer membrane protein porin 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POR1 PE=1 SV=4 && PF01459:Eukaryotic porin,-
YKL180W,16381,21109,21416,9505,8340,9297,2296.638135,2706.126901,2994.970492,784.5184741,790.2744506,717.6646095,24840.28883,7098.472377,1.807159117,3.43E-53,2.85E-52,RPL17A,XI,109269,110129,+,555,protein_coding,- && sp|P05740|RL17A_YEAST 60S ribosomal protein L17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL17A PE=1 SV=4 && PF00237:Ribosomal protein L22p/L17e,-
YOL052C-A,96,142,170,51242,49684,64252,40.1608997,54.31863928,70.93868768,12619.93636,14047.80541,14799.44363,172.1903982,43029.5811,-7.965328204,0,0,DDR2,XV,231570,231755,-,186,protein_coding,- && sp|P89113|DDR2_YEAST Protein DDR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DDR2 PE=1 SV=1 && -,-
YER124C,3889,4093,4494,48012,45986,48822,175.7316313,169.1149803,202.5569243,1277.205227,1404.421152,1214.658243,5275.61069,37438.16676,-2.827162306,7.47E-140,3.03E-138,DSE1,V,407342,409063,-,1722,protein_coding,- && sp|P40077|DSE1_YEAST Protein DSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DSE1 PE=1 SV=1 && -,-
YEL060C,2113,2985,2958,52341,40081,50288,86.17201955,111.3113492,120.3280759,1256.630749,1104.75265,1129.165696,3393.363647,37147.96907,-3.452428537,2.32E-159,1.20E-157,PRB1,V,40046,41953,-,1908,protein_coding,- && sp|P09232|PRTB_YEAST Cerevisin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRB1 PE=1 SV=1 && PF00082:Subtilase family|PF05922:Peptidase inhibitor I9,-
YBR078W,16743,16889,16753,24534,19976,23525,1009.924043,931.5103983,1007.975674,871.2096706,814.3736123,781.28881,21293.4725,17752.15953,0.262405133,0.008186399,0.01165527,ECM33,II,393123,394742,+,1290,protein_coding,- && sp|P38248|ECM33_YEAST Cell wall protein ECM33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM33 PE=1 SV=3 && -,-
YDL130W,20638,23568,21752,9903,9188,10034,5002.737556,5223.855786,5259.462162,1413.207012,1505.292258,1339.185526,27818.98164,7625.757265,1.867218442,6.19E-80,9.01E-79,RPP1B,IV,229906,230527,+,321,protein_coding,- && sp|P10622|RLA3_YEAST 60S acidic ribosomal protein P1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP1B PE=1 SV=3 && PF00428:60s Acidic ribosomal protein,-
YDL022W,4699,6984,6278,40879,37991,60511,310.9161404,422.5424934,414.3441032,1592.344303,1698.940923,2204.442071,7553.25444,36047.11246,-2.254679045,2.17E-54,1.86E-53,GPD1,IV,411825,413000,+,1176,protein_coding,- && sp|Q6J5J3|GPD1_SACUV Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 OS=Saccharomyces uvarum OX=230603 GN=GPD1 PE=3 SV=1 && PF07479:NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus|PF01210:NAD-dependent glycerol-3-phosphate dehydrogenase N-t,-
YER091C,33968,40697,38987,3547,2498,2851,1147.182852,1256.763049,1313.362211,70.52169638,57.01837465,53.01349356,47929.89495,2320.318352,4.368539475,4.96E-278,8.05E-276,MET6,V,339864,342167,-,2304,protein_coding,"- && sp|P05694|METE_YEAST 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET6 PE=1 SV=4 && PF01717:Cobalamin-independent synthase, Catalytic domain|PF08267:Cobala",-
YKL217W,119,151,141,49599,49704,58655,5.002483758,5.804221938,5.912346341,1227.469017,1412.179152,1357.595228,173.1819081,41283.0237,-7.896254779,0,0,JEN1,XI,22234,24084,+,1851,protein_coding,- && sp|P36035|JEN1_YEAST Carboxylic acid transporter protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JEN1 PE=1 SV=1 && PF00083:Sugar (and other) transporter,-
YOR375C,11698,12851,11856,14566,10111,13241,666.8437886,669.8502966,674.1440598,488.8230665,389.5528024,415.5849547,15360.6623,9850.482229,0.640921852,5.16E-09,1.11E-08,GDH1,XV,1041678,1043042,-,1365,protein_coding,"- && sp|P07262|DHE4_YEAST NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2 && PF00208:Glutamate/Leucine/Phenylalanine/Valine dehydrogenase|PF02812:Glu/Leu/Phe/Val dehydrogenase, d",-
YDR002W,26885,31913,22586,9306,8118,8981,3452.093589,3746.868832,2892.769784,703.4519874,704.5004856,634.92694,34220.68847,6906.950902,2.308824001,3.92E-86,6.39E-85,YRB1,IV,453045,453650,+,606,protein_coding,- && sp|P41920|YRB1_YEAST Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YRB1 PE=1 SV=1 && PF00638:RanBP1 domain,-
YDR055W,3007,3325,4326,45312,33326,40370,175.2658514,177.208221,251.5083582,1554.805266,1312.824879,1295.535047,4512.941797,31000.08823,-2.780230368,1.38E-84,2.19E-83,PST1,IV,563527,564861,+,1335,protein_coding,- && sp|A6ZY20|PST1_YEAS7 Cell wall mannoprotein PST1 OS=Saccharomyces cerevisiae (strain YJM789) OX=307796 GN=PST1 PE=3 SV=1 && -,-
YLL045C,23108,21639,20949,7836,7242,7375,2332.131986,1996.899879,2108.900509,465.5690334,493.9796026,409.806959,27779.7445,5891.175421,2.237530395,2.08E-87,3.46E-86,RPL8B,XII,47859,48629,-,771,protein_coding,- && sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3 && PF01248:Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,-
YGL253W,23505,27965,26517,5625,4386,5330,1251.858332,1361.87764,1408.709183,176.3666021,157.8786068,156.2962922,32887.81189,3997.690803,3.040299772,4.48E-190,2.99E-188,HXK2,VII,23935,25395,+,1461,protein_coding,- && sp|P04807|HXKB_YEAST Hexokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HXK2 PE=1 SV=4 && PF00349:Hexokinase|PF03727:Hexokinase,-
YPL106C,10488,11861,11824,21592,17227,22748,391.9738532,405.3349595,440.7891225,475.0684435,435.1448045,468.0951882,14425.94729,16006.18162,-0.149999964,0.133154018,0.163068202,SSE1,XVI,350194,352275,-,2082,protein_coding,- && sp|P32589|HSP7F_YEAST Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE1 PE=1 SV=4 && PF00012:Hsp70 protein,-
YOR133W,17323,19295,19493,14219,11721,13429,532.9904416,542.8369921,598.2421744,257.5516057,243.7365786,227.4922085,23693.80678,10281.97901,1.204410396,1.55E-31,7.53E-31,EFT1,XV,575098,577626,+,2529,protein_coding,"- && sp|P32324|EF2_YEAST Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT1 PE=1 SV=1 && PF00009:Elongation factor Tu GTP binding domain|PF00679:Elongation factor G C-terminus|PF14492:Elongation Factor G, domain",-
YCL040W,5978,11375,13065,35370,35686,44269,309.4867602,538.4754484,674.6796428,1078.003364,1248.658749,1261.863602,12806.77341,30092.59385,-1.232496986,7.69E-05,0.000130169,GLK1,III,50838,52340,+,1503,protein_coding,- && sp|P17709|HXKG_YEAST Glucokinase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLK1 PE=1 SV=1 && PF00349:Hexokinase|PF03727:Hexokinase,-
YDR037W,13303,16264,16627,7100,5072,6174,582.8432541,651.565208,726.638004,183.12997,150.1900485,148.9345118,19491.02117,4777.076841,2.028576532,7.86E-62,8.06E-61,KRS1,IV,525440,527215,+,1776,protein_coding,"- && sp|P15180|SYKC_YEAST Lysine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRS1 PE=1 SV=2 && PF01336:OB-fold nucleic acid binding domain|PF00152:tRNA synthetases class II (D, K and N)",-
YGR234W,32601,28424,23667,12260,12901,13549,2113.950532,1685.300813,1530.767163,468.0079829,565.3885423,483.7240486,35795.40174,10159.65988,1.81697936,1.40E-42,9.16E-42,YHB1,VII,959904,961103,+,1200,protein_coding,- && sp|P39676|FHP_YEAST Flavohemoprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHB1 PE=1 SV=2 && PF00970:Oxidoreductase FAD-binding domain|PF00042:Globin,-
YDL192W,26104,29678,21415,7243,6144,6759,3720.142387,3867.367735,3044.195985,607.6729148,591.7842988,530.3486725,32482.92368,5269.2686,2.624093694,1.62E-109,3.80E-108,ARF1,IV,116321,116866,+,546,protein_coding,- && sp|P11076|ARF1_YEAST ADP-ribosylation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARF1 PE=1 SV=3 && PF00025:ADP-ribosylation factor family,-
