gene_id,location,location_encoded,split
YBR123C,Nucleus,3,test
YKL212W,Membrane_Secretory,1,train
YGR253C,Nucleus,3,train
YDR356W,Nucleus,3,train
YDL029W,Other,4,train
YLL048C,Membrane_Secretory,1,train
YDR405W,Mitochondria,2,train
YNL103W,Nucleus,3,train
YDL078C,Membrane_Secretory,1,train
YLR403W,Nucleus,3,train
YCR028C-A,Mitochondria,2,train
YJL115W,Nucleus,3,test
YBR249C,Cytoplasm,0,train
YKL157W,Mitochondria,2,test
YLR314C,Membrane_Secretory,1,train
YJR076C,Membrane_Secretory,1,train
YKL191W,Cytoplasm,0,train
YNL280C,Membrane_Secretory,1,train
YKL192C,Mitochondria,2,train
YHR094C,Membrane_Secretory,1,test
YDR345C,Membrane_Secretory,1,train
YHR092C,Membrane_Secretory,1,train
YHR107C,Membrane_Secretory,1,train
YDR519W,Membrane_Secretory,1,train
YBR221C,Mitochondria,2,train
YDR518W,Other,4,train
YGR175C,Membrane_Secretory,1,train
YJL159W,Membrane_Secretory,1,train
YBL008W,Nucleus,3,train
YOR038C,Nucleus,3,train
YER025W,Cytoplasm,0,test
YLR113W,Nucleus,3,train
YPR159W,Membrane_Secretory,1,train
YAL029C,Cytoplasm,0,train
YDR176W,Nucleus,3,train
YDL208W,Nucleus,3,train
YMR309C,Cytoplasm,0,test
YLR335W,Nucleus,3,train
YML031W,Nucleus,3,test
YDR211W,Cytoplasm,0,train
YLR291C,Cytoplasm,0,test
YGR140W,Nucleus,3,train
YGL122C,Nucleus,3,test
YIR006C,Membrane_Secretory,1,train
YLL036C,Nucleus,3,train
YJL203W,Nucleus,3,train
YPL269W,Nucleus,3,train
YGR285C,Cytoplasm,0,train
YJR063W,Nucleus,3,train
YGL207W,Nucleus,3,train
YNL330C,Nucleus,3,train
YMR001C,Other,4,train
YOR270C,Membrane_Secretory,1,train
YGR229C,Nucleus,3,test
YMR165C,Nucleus,3,train
YDR011W,Membrane_Secretory,1,train
YER022W,Nucleus,3,test
YBR253W,Nucleus,3,train
YDR069C,Cytoplasm,0,train
YNL202W,Membrane_Secretory,1,train
YDR422C,Membrane_Secretory,1,train
YGL169W,Nucleus,3,train
YPL029W,Mitochondria,2,train
YDR410C,Membrane_Secretory,1,train
YGR104C,Nucleus,3,train
YNL016W,Nucleus,3,test
YPL106C,Cytoplasm,0,train
YJL176C,Nucleus,3,test
YIL126W,Nucleus,3,train
YER133W,Nucleus,3,train
YKL203C,Membrane_Secretory,1,train
YBL050W,Membrane_Secretory,1,test
YBR119W,Nucleus,3,train
YOL067C,Nucleus,3,train
YDR323C,Membrane_Secretory,1,test
YEL051W,Membrane_Secretory,1,train
YEL047C,Cytoplasm,0,train
YEL044W,Nucleus,3,train
YEL042W,Membrane_Secretory,1,train
YEL040W,Membrane_Secretory,1,train
YEL037C,Nucleus,3,train
YEL036C,Membrane_Secretory,1,train
YER172C,Nucleus,3,train
YER173W,Nucleus,3,train
YER175C,Cytoplasm,0,train
YER176W,Cytoplasm,0,train
YER164W,Nucleus,3,train
YER166W,Membrane_Secretory,1,train
YGL016W,Other,4,train
YAR050W,Membrane_Secretory,1,train
YKR084C,Cytoplasm,0,train
YDL168W,Mitochondria,2,train
YOR194C,Nucleus,3,train
YKL058W,Nucleus,3,train
YDR311W,Nucleus,3,test
YBR236C,Nucleus,3,train
YBL011W,Membrane_Secretory,1,train
YBL007C,Nucleus,3,test
YLR214W,Membrane_Secretory,1,train
YHR016C,Other,4,train
YLR397C,Cytoplasm,0,train
YPR024W,Mitochondria,2,train
YML042W,Membrane_Secretory,1,train
YDL220C,Other,4,train
YOR316C,Membrane_Secretory,1,train
YGL191W,Mitochondria,2,train
YJL210W,Membrane_Secretory,1,train
YLR083C,Membrane_Secretory,1,train
YGL200C,Membrane_Secretory,1,train
YMR284W,Nucleus,3,test
YDL013W,Nucleus,3,train
YMR224C,Nucleus,3,train
YBR091C,Mitochondria,2,train
YMR091C,Nucleus,3,train
YBR060C,Nucleus,3,train
YLR293C,Nucleus,3,train
YDR375C,Mitochondria,2,train
YPL234C,Membrane_Secretory,1,train
YIL068C,Cytoplasm,0,test
YLR032W,Nucleus,3,train
YOR036W,Membrane_Secretory,1,train
YPR055W,Membrane_Secretory,1,train
YKL040C,Mitochondria,2,test
YKL038W,Nucleus,3,train
YGL163C,Nucleus,3,train
YPL232W,Membrane_Secretory,1,train
YPL115C,Cytoplasm,0,test
YMR207C,Mitochondria,2,train
YDL174C,Mitochondria,2,train
YLL008W,Nucleus,3,train
YGR166W,Cytoplasm,0,train
YKL181W,Cytoplasm,0,train
YNR017W,Mitochondria,2,train
YDR430C,Mitochondria,2,train
YHR148W,Nucleus,3,train
YHR149C,Membrane_Secretory,1,train
YKR093W,Membrane_Secretory,1,train
YHL004W,Mitochondria,2,train
YGR214W,Cytoplasm,0,train
YJR131W,Membrane_Secretory,1,train
YFL008W,Nucleus,3,train
YBR172C,Cytoplasm,0,test
YNR003C,Nucleus,3,test
YGL212W,Membrane_Secretory,1,test
YOR132W,Other,4,train
YGR063C,Nucleus,3,train
YLR378C,Membrane_Secretory,1,train
YDR292C,Membrane_Secretory,1,test
YDR103W,Cytoplasm,0,test
YML001W,Membrane_Secretory,1,train
YJL187C,Nucleus,3,train
YOR344C,Nucleus,3,train
YKL009W,Nucleus,3,train
YKL012W,Nucleus,3,train
YKL013C,Other,4,train
YER100W,Membrane_Secretory,1,test
YOR117W,Nucleus,3,train
YDR394W,Nucleus,3,test
YKL145W,Nucleus,3,train
YPL057C,Membrane_Secretory,1,train
YDR369C,Nucleus,3,train
YOR153W,Membrane_Secretory,1,train
YGL238W,Nucleus,3,train
YNR010W,Nucleus,3,train
YNL001W,Cytoplasm,0,train
YLR188W,Mitochondria,2,test
YBR155W,Cytoplasm,0,train
YLR175W,Nucleus,3,test
YOR327C,Other,4,train
YDL052C,Membrane_Secretory,1,train
YHR165C,Nucleus,3,train
YGR143W,Membrane_Secretory,1,test
YNL243W,Membrane_Secretory,1,train
YGR047C,Nucleus,3,train
YDL051W,Nucleus,3,train
YHL027W,Nucleus,3,train
YKL127W,Cytoplasm,0,train
YHL016C,Membrane_Secretory,1,train
YDR258C,Mitochondria,2,train
YKL032C,Nucleus,3,train
YKL205W,Nucleus,3,test
YPL124W,Nucleus,3,train
YPL174C,Cytoplasm,0,train
YKL141W,Mitochondria,2,train
YML062C,Nucleus,3,test
YLR441C,Cytoplasm,0,train
YOR045W,Mitochondria,2,train
YMR037C,Nucleus,3,train
YKL062W,Nucleus,3,test
YLL011W,Nucleus,3,test
YDR538W,Mitochondria,2,train
YBR171W,Membrane_Secretory,1,train
YBR170C,Nucleus,3,train
YBR251W,Mitochondria,2,train
YNL329C,Membrane_Secretory,1,train
YEL002C,Membrane_Secretory,1,train
YDL095W,Membrane_Secretory,1,train
YGL145W,Membrane_Secretory,1,train
YGL195W,Cytoplasm,0,train
YOL069W,Nucleus,3,train
YFR002W,Nucleus,3,train
YKL143W,Nucleus,3,train
YDR404C,Nucleus,3,train
YJL154C,Membrane_Secretory,1,train
YAL001C,Nucleus,3,test
YMR125W,Nucleus,3,train
YML027W,Nucleus,3,test
YHR041C,Nucleus,3,test
YKL140W,Membrane_Secretory,1,train
YGL208W,Membrane_Secretory,1,train
YBL047C,Cytoplasm,0,train
YBL051C,Cytoplasm,0,test
YBL052C,Nucleus,3,train
YBL054W,Nucleus,3,train
YBL055C,Cytoplasm,0,train
YBL056W,Nucleus,3,train
YBL058W,Nucleus,3,train
YBL060W,Membrane_Secretory,1,train
YBL061C,Membrane_Secretory,1,test
YBL064C,Mitochondria,2,test
YKL188C,Membrane_Secretory,1,train
YKL185W,Nucleus,3,test
YKL014C,Nucleus,3,train
YKL017C,Nucleus,3,train
YKL101W,Cytoplasm,0,test
YKL099C,Nucleus,3,train
YKL108W,Nucleus,3,train
YDR099W,Nucleus,3,train
YFR019W,Membrane_Secretory,1,test
YOR329C,Membrane_Secretory,1,train
YML028W,Cytoplasm,0,test
YER068W,Nucleus,3,train
YDR244W,Cytoplasm,0,train
YJR066W,Membrane_Secretory,1,test
YDR304C,Other,4,train
YBR081C,Nucleus,3,test
YDR086C,Membrane_Secretory,1,train
YGR082W,Mitochondria,2,test
YLR170C,Nucleus,3,test
YDL006W,Membrane_Secretory,1,train
YMR190C,Nucleus,3,test
YPL129W,Nucleus,3,train
YFL016C,Mitochondria,2,train
YMR021C,Nucleus,3,train
YOL082W,Other,4,train
YBL004W,Nucleus,3,test
YBR002C,Membrane_Secretory,1,train
YDL226C,Mitochondria,2,test
YLR168C,Mitochondria,2,train
YKL089W,Nucleus,3,train
YMR094W,Nucleus,3,train
YBR036C,Membrane_Secretory,1,train
YLR398C,Cytoplasm,0,train
YDL240W,Cytoplasm,0,train
YKL056C,Mitochondria,2,train
YKL144C,Nucleus,3,train
YKL059C,Nucleus,3,train
YKL057C,Nucleus,3,train
YKL054C,Nucleus,3,train
YKL052C,Nucleus,3,test
YLR399C,Nucleus,3,test
YOR237W,Membrane_Secretory,1,train
YPL145C,Membrane_Secretory,1,train
YAR042W,Membrane_Secretory,1,test
YKL156W,Cytoplasm,0,train
YKL134C,Mitochondria,2,test
YKL135C,Membrane_Secretory,1,train
YKL171W,Cytoplasm,0,train
YKL129C,Other,4,train
YKL081W,Cytoplasm,0,train
YKL078W,Nucleus,3,train
YKL067W,Mitochondria,2,train
YKL049C,Nucleus,3,train
YKL026C,Mitochondria,2,train
YKL196C,Membrane_Secretory,1,train
YKL073W,Other,4,train
YOR089C,Mitochondria,2,test
YKR014C,Membrane_Secretory,1,test
YNL093W,Membrane_Secretory,1,test
YKR054C,Cytoplasm,0,train
YKR072C,Nucleus,3,train
YLR332W,Membrane_Secretory,1,train
YKL220C,Membrane_Secretory,1,train
YKL217W,Membrane_Secretory,1,train
YKL213C,Nucleus,3,train
YKL204W,Cytoplasm,0,train
YKL201C,Membrane_Secretory,1,test
YKL195W,Mitochondria,2,train
YKL193C,Nucleus,3,train
YKL173W,Nucleus,3,test
YKL172W,Nucleus,3,train
YKL165C,Membrane_Secretory,1,train
YKL155C,Mitochondria,2,train
YKL154W,Membrane_Secretory,1,train
YKL150W,Mitochondria,2,train
YKL130C,Nucleus,3,test
YKL088W,Cytoplasm,0,train
YKL086W,Nucleus,3,test
YKL082C,Nucleus,3,train
YKL077W,Other,4,test
YKL069W,Nucleus,3,test
YKL046C,Membrane_Secretory,1,test
YKL042W,Nucleus,3,train
YKL041W,Membrane_Secretory,1,train
YKL034W,Membrane_Secretory,1,train
YKL028W,Nucleus,3,test
YKL025C,Cytoplasm,0,train
YKL018W,Nucleus,3,train
YKL006W,Cytoplasm,0,train
YKL004W,Other,4,train
YKL002W,Membrane_Secretory,1,test
YKR016W,Mitochondria,2,train
YKR020W,Membrane_Secretory,1,train
YKR021W,Cytoplasm,0,train
YKR022C,Nucleus,3,train
YKR023W,Cytoplasm,0,test
YKR024C,Nucleus,3,test
YKR025W,Nucleus,3,train
YKR027W,Other,4,train
YKR028W,Cytoplasm,0,train
YKR036C,Mitochondria,2,train
YKR037C,Nucleus,3,test
YKR038C,Nucleus,3,train
YKR042W,Mitochondria,2,train
YKR043C,Nucleus,3,train
YKR051W,Membrane_Secretory,1,train
YKR058W,Membrane_Secretory,1,train
YKR063C,Nucleus,3,train
YKR067W,Membrane_Secretory,1,test
YKR068C,Membrane_Secretory,1,test
YKR071C,Mitochondria,2,train
YKR076W,Cytoplasm,0,train
YKR081C,Nucleus,3,test
YKR082W,Nucleus,3,train
YKR083C,Nucleus,3,test
YKR087C,Mitochondria,2,train
YKR089C,Membrane_Secretory,1,train
YKR102W,Membrane_Secretory,1,train
YGR185C,Nucleus,3,train
YMR024W,Mitochondria,2,test
YLR439W,Mitochondria,2,train
YNL284C,Mitochondria,2,train
YMR193W,Mitochondria,2,train
YNL252C,Mitochondria,2,train
YBR122C,Mitochondria,2,train
YBL022C,Mitochondria,2,train
YMR105C,Cytoplasm,0,train
YJR040W,Membrane_Secretory,1,train
YLR058C,Cytoplasm,0,train
YBR263W,Mitochondria,2,test
YMR054W,Membrane_Secretory,1,train
YDR178W,Mitochondria,2,train
YHR001W-A,Mitochondria,2,train
YLR337C,Cytoplasm,0,train
YPL043W,Nucleus,3,train
YMR120C,Cytoplasm,0,train
YMR116C,Cytoplasm,0,train
YLR109W,Cytoplasm,0,train
YBL085W,Cytoplasm,0,train
YBL084C,Nucleus,3,train
YBL068W,Cytoplasm,0,test
YBR006W,Cytoplasm,0,test
YBR015C,Membrane_Secretory,1,test
YBR028C,Cytoplasm,0,test
YBR026C,Mitochondria,2,test
YBR034C,Nucleus,3,test
YBR035C,Mitochondria,2,train
YBR039W,Mitochondria,2,train
YBR068C,Membrane_Secretory,1,train
YBR069C,Membrane_Secretory,1,train
YBR073W,Nucleus,3,train
YBR121C,Mitochondria,2,train
YBR139W,Other,4,test
YBL088C,Nucleus,3,train
YBR136W,Nucleus,3,train
YBR142W,Nucleus,3,train
YBR149W,Cytoplasm,0,test
YBR164C,Membrane_Secretory,1,train
YBL035C,Nucleus,3,test
YBR175W,Nucleus,3,train
YBR180W,Other,4,train
YBR192W,Mitochondria,2,train
YBR182C,Nucleus,3,train
YBR198C,Nucleus,3,train
YBR205W,Membrane_Secretory,1,train
YBR202W,Nucleus,3,train
YBR222C,Membrane_Secretory,1,train
YBR229C,Membrane_Secretory,1,train
YBR204C,Membrane_Secretory,1,train
YBR239C,Nucleus,3,train
YBR244W,Nucleus,3,train
YBR245C,Nucleus,3,train
YBR264C,Membrane_Secretory,1,train
YBR274W,Nucleus,3,train
YBR281C,Nucleus,3,train
YBR288C,Membrane_Secretory,1,train
YBL103C,Nucleus,3,train
YBL101C,Cytoplasm,0,train
YBL098W,Mitochondria,2,train
YBL097W,Nucleus,3,train
YBL091C,Cytoplasm,0,train
YBL079W,Nucleus,3,test
YBL078C,Mitochondria,2,train
YBL046W,Nucleus,3,train
YBL034C,Nucleus,3,train
YBL032W,Nucleus,3,test
YBL031W,Cytoplasm,0,train
YBL026W,Nucleus,3,train
YBL024W,Nucleus,3,test
YBL019W,Nucleus,3,train
YBL018C,Nucleus,3,train
YBR004C,Membrane_Secretory,1,test
YBR005W,Membrane_Secretory,1,train
YBR017C,Nucleus,3,test
YBR029C,Membrane_Secretory,1,test
YBR041W,Membrane_Secretory,1,train
YBR043C,Membrane_Secretory,1,train
YBR044C,Mitochondria,2,test
YBR046C,Cytoplasm,0,train
YBR057C,Nucleus,3,train
YBR058C,Nucleus,3,train
YBR061C,Cytoplasm,0,train
YBR065C,Nucleus,3,train
YBR070C,Nucleus,3,train
YBR074W,Membrane_Secretory,1,train
YBR077C,Membrane_Secretory,1,train
YBR078W,Membrane_Secretory,1,train
YBR079C,Cytoplasm,0,train
YBR086C,Membrane_Secretory,1,train
YBR087W,Nucleus,3,train
YBR095C,Nucleus,3,train
YBR098W,Nucleus,3,train
YBR101C,Cytoplasm,0,train
YBR102C,Cytoplasm,0,test
YBR103W,Nucleus,3,train
YBR105C,Other,4,train
YBR106W,Mitochondria,2,train
YBR107C,Nucleus,3,test
YBR108W,Other,4,test
YBR128C,Membrane_Secretory,1,train
YBR129C,Membrane_Secretory,1,train
YBR130C,Membrane_Secretory,1,test
YBR131W,Membrane_Secretory,1,train
YBR133C,Cytoplasm,0,test
YBR147W,Mitochondria,2,train
YBR152W,Nucleus,3,train
YBR156C,Nucleus,3,train
YBR158W,Nucleus,3,train
YBR159W,Membrane_Secretory,1,train
YBR161W,Membrane_Secretory,1,train
YBR163W,Mitochondria,2,train
YBR167C,Nucleus,3,train
YBR179C,Mitochondria,2,train
YBR183W,Membrane_Secretory,1,train
YBR185C,Mitochondria,2,train
YBR187W,Other,4,train
YBR188C,Nucleus,3,train
YBR193C,Nucleus,3,train
YBR201W,Membrane_Secretory,1,train
YBR207W,Membrane_Secretory,1,train
YBR211C,Nucleus,3,test
YBR217W,Other,4,train
YBR223C,Nucleus,3,train
YBR227C,Mitochondria,2,test
YBR228W,Nucleus,3,train
YBR231C,Nucleus,3,train
YBR234C,Other,4,train
YBR235W,Membrane_Secretory,1,test
YBR246W,Membrane_Secretory,1,train
YBR247C,Nucleus,3,test
YBR254C,Membrane_Secretory,1,train
YBR257W,Nucleus,3,train
YBR260C,Cytoplasm,0,train
YBR261C,Cytoplasm,0,train
YBR262C,Mitochondria,2,train
YBR265W,Membrane_Secretory,1,train
YBR267W,Cytoplasm,0,train
YBR269C,Mitochondria,2,train
YBR272C,Cytoplasm,0,train
YBR279W,Other,4,train
YBR283C,Membrane_Secretory,1,train
YBR290W,Membrane_Secretory,1,train
YBR295W,Membrane_Secretory,1,train
YBR296C,Membrane_Secretory,1,train
YMR261C,Cytoplasm,0,train
YML100W,Cytoplasm,0,train
YMR264W,Membrane_Secretory,1,train
YMR263W,Nucleus,3,train
YOR123C,Other,4,train
YOR232W,Mitochondria,2,train
YER031C,Membrane_Secretory,1,train
YHR072W,Membrane_Secretory,1,train
YLR248W,Cytoplasm,0,train
YJL001W,Nucleus,3,train
YIL043C,Mitochondria,2,train
YJR103W,Cytoplasm,0,train
YEL058W,Nucleus,3,train
YNL290W,Nucleus,3,train
YOR217W,Nucleus,3,train
YLR342W,Mitochondria,2,train
YEL019C,Nucleus,3,train
YGL127C,Nucleus,3,train
YLR079W,Nucleus,3,test
YNL259C,Cytoplasm,0,train
YIR011C,Nucleus,3,train
YER122C,Membrane_Secretory,1,train
YPL243W,Nucleus,3,train
YPL210C,Nucleus,3,train
YHL011C,Cytoplasm,0,train
YHR082C,Nucleus,3,train
YHR096C,Membrane_Secretory,1,test
YHR129C,Membrane_Secretory,1,train
YHR216W,Cytoplasm,0,train
YHL019C,Membrane_Secretory,1,train
YHL015W,Cytoplasm,0,train
YHL003C,Membrane_Secretory,1,train
YHR006W,Nucleus,3,train
YHR046C,Nucleus,3,test
YHR021C,Cytoplasm,0,train
YHR065C,Nucleus,3,train
YHR073W,Membrane_Secretory,1,train
YHR104W,Nucleus,3,train
YNL257C,Membrane_Secretory,1,train
YHR169W,Nucleus,3,train
YHR183W,Cytoplasm,0,train
YHL040C,Membrane_Secretory,1,train
YHL031C,Membrane_Secretory,1,test
YHL030W,Nucleus,3,train
YHL023C,Membrane_Secretory,1,train
YHL002W,Membrane_Secretory,1,train
YHL001W,Cytoplasm,0,train
YHR001W,Membrane_Secretory,1,train
YHR004C,Nucleus,3,train
YHR009C,Cytoplasm,0,train
YHR031C,Nucleus,3,train
YHR034C,Nucleus,3,test
YHR036W,Nucleus,3,train
YHR050W,Membrane_Secretory,1,train
YHR052W,Nucleus,3,train
YHR056C,Nucleus,3,train
YHR058C,Nucleus,3,train
YHR061C,Cytoplasm,0,test
YHR062C,Nucleus,3,train
YHR064C,Cytoplasm,0,test
YHR066W,Nucleus,3,test
YHR069C,Nucleus,3,train
YHR070W,Nucleus,3,train
YHR076W,Mitochondria,2,train
YHR080C,Membrane_Secretory,1,train
YHR081W,Nucleus,3,train
YHR085W,Nucleus,3,train
YHR088W,Nucleus,3,train
YHR090C,Nucleus,3,train
YHR098C,Membrane_Secretory,1,test
YHR099W,Nucleus,3,test
YHR105W,Membrane_Secretory,1,test
YHR108W,Other,4,test
YHR111W,Cytoplasm,0,train
YHR113W,Cytoplasm,0,train
YHR114W,Other,4,train
YHR115C,Cytoplasm,0,test
YHR117W,Mitochondria,2,train
YHR118C,Nucleus,3,train
YHR119W,Nucleus,3,test
YHR121W,Nucleus,3,train
YHR124W,Nucleus,3,train
YHR132C,Membrane_Secretory,1,train
YHR134W,Nucleus,3,train
YHR137W,Cytoplasm,0,train
YHR142W,Membrane_Secretory,1,train
YHR143W,Membrane_Secretory,1,train
YHR154W,Nucleus,3,train
YHR155W,Mitochondria,2,train
YHR160C,Membrane_Secretory,1,train
YHR161C,Membrane_Secretory,1,train
YHR162W,Mitochondria,2,train
YHR164C,Nucleus,3,train
YHR170W,Cytoplasm,0,train
YHR171W,Cytoplasm,0,test
YHR172W,Nucleus,3,train
YHR181W,Other,4,train
YHR182W,Membrane_Secretory,1,train
YHR186C,Membrane_Secretory,1,train
YHR187W,Nucleus,3,train
YHR188C,Membrane_Secretory,1,train
YHR192W,Membrane_Secretory,1,train
YHR193C,Nucleus,3,test
YHR195W,Other,4,train
YHR196W,Nucleus,3,test
YHR197W,Nucleus,3,train
YHR202W,Membrane_Secretory,1,test
YHR204W,Other,4,train
YHR206W,Nucleus,3,test
YHR207C,Nucleus,3,train
YHR208W,Mitochondria,2,test
YHR211W,Membrane_Secretory,1,train
YOL005C,Nucleus,3,test
YOR014W,Nucleus,3,train
YDR254W,Nucleus,3,test
YOR020C,Mitochondria,2,train
YML074C,Nucleus,3,test
YLR055C,Nucleus,3,test
YMR167W,Nucleus,3,test
YNL004W,Nucleus,3,train
YOL122C,Membrane_Secretory,1,test
YIL139C,Nucleus,3,train
YIL140W,Membrane_Secretory,1,train
YGL006W,Membrane_Secretory,1,train
YDR443C,Nucleus,3,test
YGL095C,Membrane_Secretory,1,test
YDR076W,Nucleus,3,train
YDR072C,Membrane_Secretory,1,train
YDR073W,Nucleus,3,train
YDR080W,Membrane_Secretory,1,test
YDR082W,Other,4,train
YDR083W,Nucleus,3,train
YOL020W,Membrane_Secretory,1,test
YDL195W,Membrane_Secretory,1,train
YDL092W,Nucleus,3,train
YFR031C,Nucleus,3,train
YER129W,Cytoplasm,0,train
YPL209C,Nucleus,3,train
YDR297W,Membrane_Secretory,1,train
YMR058W,Membrane_Secretory,1,test
YDR208W,Membrane_Secretory,1,train
YDR270W,Other,4,train
YPL190C,Other,4,train
YIR034C,Membrane_Secretory,1,test
YDR207C,Nucleus,3,train
YIL009W,Membrane_Secretory,1,train
YDR343C,Membrane_Secretory,1,train
YDR342C,Membrane_Secretory,1,test
YNL169C,Membrane_Secretory,1,train
YGL022W,Membrane_Secretory,1,train
YNR052C,Nucleus,3,train
YDL101C,Nucleus,3,train
YDR264C,Membrane_Secretory,1,train
YPL161C,Nucleus,3,test
YLR088W,Membrane_Secretory,1,train
YNL084C,Membrane_Secretory,1,test
YIL046W,Nucleus,3,test
YLR150W,Nucleus,3,train
YGL178W,Cytoplasm,0,train
YPL042C,Nucleus,3,test
YDL143W,Cytoplasm,0,train
YDR228C,Nucleus,3,train
YNL267W,Nucleus,3,train
YMR008C,Membrane_Secretory,1,train
YPL050C,Membrane_Secretory,1,train
YDR142C,Cytoplasm,0,train
YDR135C,Membrane_Secretory,1,test
YGR020C,Membrane_Secretory,1,train
YMR287C,Mitochondria,2,train
YMR280C,Nucleus,3,test
YJL143W,Mitochondria,2,train
YJL191W,Nucleus,3,train
YDL160C,Cytoplasm,0,train
YER015W,Membrane_Secretory,1,train
YLR223C,Nucleus,3,train
YPR104C,Nucleus,3,train
YJR016C,Mitochondria,2,train
YAL026C,Membrane_Secretory,1,train
YJL207C,Membrane_Secretory,1,train
YJL204C,Cytoplasm,0,train
YJL200C,Mitochondria,2,train
YJL196C,Membrane_Secretory,1,train
YAR027W,Nucleus,3,train
YAR033W,Membrane_Secretory,1,train
YGR234W,Cytoplasm,0,train
YDL056W,Nucleus,3,test
YML046W,Nucleus,3,train
YOR209C,Nucleus,3,train
YMR129W,Nucleus,3,train
YAL002W,Other,4,train
YAL007C,Membrane_Secretory,1,train
YAR002W,Nucleus,3,train
YAR003W,Nucleus,3,train
YAR008W,Nucleus,3,train
YAL060W,Cytoplasm,0,train
YAL059W,Nucleus,3,train
YAL056W,Mitochondria,2,train
YAL053W,Membrane_Secretory,1,train
YAL051W,Nucleus,3,train
YAL048C,Mitochondria,2,test
YAL047C,Other,4,train
YAL046C,Mitochondria,2,train
YAL044C,Mitochondria,2,train
YAL042W,Membrane_Secretory,1,test
YAL036C,Cytoplasm,0,train
YAL035W,Cytoplasm,0,train
YAL034W-A,Other,4,test
YAL027W,Nucleus,3,train
YLR292C,Cytoplasm,0,train
YDR388W,Cytoplasm,0,test
YOR206W,Nucleus,3,test
YOR033C,Nucleus,3,train
YDR484W,Membrane_Secretory,1,train
YEL062W,Membrane_Secretory,1,train
YER017C,Mitochondria,2,test
YMR183C,Membrane_Secretory,1,train
YGR156W,Nucleus,3,test
YIL147C,Membrane_Secretory,1,test
YLR025W,Membrane_Secretory,1,train
YGR162W,Cytoplasm,0,train
YGL049C,Cytoplasm,0,train
YER131W,Cytoplasm,0,train
YER125W,Nucleus,3,train
YER028C,Nucleus,3,train
YOR269W,Nucleus,3,train
YER154W,Mitochondria,2,train
YER169W,Nucleus,3,train
YER136W,Cytoplasm,0,train
YER123W,Nucleus,3,train
YER089C,Nucleus,3,test
YEL013W,Membrane_Secretory,1,train
YER114C,Cytoplasm,0,train
YEL071W,Cytoplasm,0,train
YEL066W,Nucleus,3,train
YEL056W,Nucleus,3,train
YEL055C,Nucleus,3,test
YEL031W,Membrane_Secretory,1,train
YEL030W,Other,4,train
YEL026W,Nucleus,3,train
YEL022W,Membrane_Secretory,1,train
YEL018W,Nucleus,3,train
YEL016C,Membrane_Secretory,1,train
YEL015W,Cytoplasm,0,test
YEL005C,Membrane_Secretory,1,test
YEL003W,Cytoplasm,0,train
YER005W,Membrane_Secretory,1,train
YER006W,Nucleus,3,train
YER016W,Cytoplasm,0,train
YER018C,Nucleus,3,train
YER019W,Mitochondria,2,train
YER029C,Nucleus,3,train
YER033C,Cytoplasm,0,train
YER035W,Nucleus,3,test
YER036C,Nucleus,3,test
YER041W,Nucleus,3,train
YER049W,Nucleus,3,test
YER050C,Mitochondria,2,train
YER051W,Nucleus,3,train
YER072W,Membrane_Secretory,1,train
YER073W,Mitochondria,2,train
YER075C,Cytoplasm,0,train
YER078C,Nucleus,3,train
YER082C,Nucleus,3,train
YER083C,Membrane_Secretory,1,train
YER088C,Nucleus,3,test
YER092W,Nucleus,3,train
YER093C,Membrane_Secretory,1,train
YER104W,Nucleus,3,train
YER105C,Nucleus,3,train
YER106W,Nucleus,3,train
YER107C,Nucleus,3,train
YER110C,Nucleus,3,train
YER112W,Nucleus,3,train
YER116C,Nucleus,3,train
YER118C,Membrane_Secretory,1,train
YER120W,Nucleus,3,train
YER126C,Nucleus,3,train
YER139C,Nucleus,3,test
YER141W,Mitochondria,2,test
YER143W,Membrane_Secretory,1,train
YER146W,Nucleus,3,train
YER147C,Nucleus,3,train
YER157W,Membrane_Secretory,1,test
YER159C,Nucleus,3,train
YER183C,Mitochondria,2,train
YER062C,Nucleus,3,test
YGL225W,Membrane_Secretory,1,train
YNL209W,Cytoplasm,0,train
YNL218W,Nucleus,3,train
YNL217W,Membrane_Secretory,1,test
YNL215W,Nucleus,3,train
YNL207W,Nucleus,3,train
YNL206C,Nucleus,3,train
YNL201C,Nucleus,3,train
YNL196C,Nucleus,3,test
YIL050W,Cytoplasm,0,train
YMR038C,Mitochondria,2,train
YFL017W-A,Nucleus,3,train
YMR135C,Nucleus,3,train
YMR146C,Cytoplasm,0,train
YMR147W,Membrane_Secretory,1,train
YMR148W,Membrane_Secretory,1,train
YMR314W,Nucleus,3,train
YOL038W,Nucleus,3,train
YMR313C,Membrane_Secretory,1,train
YDR252W,Nucleus,3,train
YDR113C,Nucleus,3,train
YIL030C,Membrane_Secretory,1,train
YLR372W,Membrane_Secretory,1,train
YGR268C,Cytoplasm,0,train
YDL007W,Nucleus,3,test
YOL094C,Nucleus,3,train
YGR270W,Nucleus,3,train
YMR089C,Mitochondria,2,train
YNR006W,Membrane_Secretory,1,test
YNR007C,Mitochondria,2,train
YNR008W,Membrane_Secretory,1,train
YJR068W,Nucleus,3,train
YJR035W,Nucleus,3,train
YOR377W,Membrane_Secretory,1,train
YGL025C,Nucleus,3,train
YJL073W,Nucleus,3,train
YJL072C,Nucleus,3,test
YJL071W,Mitochondria,2,train
